,Unnamed: 0,State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,lat,long,lat,long
2083,2083,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-072,EKE NA AFOR MARKET SQUARE,11,45,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,11,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619043/result_163440_1677606098_thumb.jpg,5.1254302,7.2890919,,
2152,2152,ABIA,OSISIOMA,AMATOR,01-11-08-015,MIGRANT FARMERS' PRIMARY SCHOOL IHIE,70,127,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,57,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3113/ward/17643/pu/127550/127550-1677645614.pdf,5.2049035,7.330053,,
2157,2157,ABIA,OSISIOMA,AMAVO,01-11-01-011,AMAOJI COUNCIL HALL,58,127,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,43,5,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619135/result_163367_1677490772_thumb.jpg,5.2341671,7.319929,,
2158,2158,ABIA,OSISIOMA,AMAVO,01-11-01-012,"COMMUNITY PRIMARY SCHOOL I, AMAVO-UMUAGBAI",99,223,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,95,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3113/ward/17636/pu/127376/127376-1677456046.pdf,5.2341671,7.319929,,
2159,2159,ABIA,OSISIOMA,ARO - NGWA,01-11-04-009,EKEARO PRIMARY SCH,25,70,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,24,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619137/result_163553_1677672800_thumb.jpg,5.218075,7.3111562,,
2170,2170,ABIA,OSISIOMA,OSO - OKWA,01-11-06-009,UMUOKEREKE CIVIC HALL,79,178,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,53,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619150/result_163581_1677510832_thumb.jpg,5.2034044,7.3476048,,
2171,2171,ABIA,OSISIOMA,OSO - OKWA,01-11-06-010,OHAUKWU COUNCIL HALL,48,86,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,37,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619151/result_163582_1677510956_thumb.jpg,5.2034044,7.3476048,,
2190,2190,ABIA,UKWA EAST,IKWURIATOR EAST,01-13-01-006,"MIGRANT FARMERS PRIMARY SCHOOL, AKANU",55,172,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,35,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619177/result_163823_1677508002_thumb.jpg,4.8676039,7.4760047,,
2192,2192,ABIA,UGWUNAGBO,WARD EIGHT,01-12-08-012,UMUGO II UMUGO CIVIC HALL II,10,19,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,9,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619179/result_163787_1677512703_thumb.jpg,5.0496021,7.3114936,,
2196,2196,ABIA,UGWUNAGBO,WARD FIVE,01-12-05-013,AKANU NGWA UMUCHIMA MARKET SQUARE II,3,111,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619185/result_163737_1677515681_thumb.jpg,4.9944413,7.3671871,,
2201,2201,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-022,OWERRE ABA VILLAGE HALL VI,55,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,53,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619192/result_163709_1677609744_thumb.jpg,5.0413879,7.3813708,,
2202,2202,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-023,NKPUKPU EBULA AZA PRI SCH I,42,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,38,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619193/result_163710_1677607843_thumb.jpg,5.0646636,7.3786689,,
2210,2210,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-031,UMUWAOMA VILLAGE HALL,20,74,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,15,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619201/result_163718_1677608439_thumb.jpg,5.0646636,7.3786689,,
2211,2211,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-032,UMULE OSOAMADI VILLAGE HALL IV,15,44,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,11,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619202/result_163719_1677608821_thumb.jpg,5.0646636,7.3786689,,
2214,2214,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-035,UMULE OSOAMADI VILLAGE HALL V,9,31,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,8,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619205/result_163722_1677608251_thumb.jpg,5.0646636,7.3786689,,
2215,2215,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-036,UMULE OSOAMADI VILLAGE HALL VI,3,15,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,3,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3114/ward/17649/pu/127585/127585-1677579816.pdf,5.0646636,7.3786689,,
2216,2216,ABIA,UGWUNAGBO,WARD FOUR,01-12-04-037,UMULE OSOAMADI VILLAGE HALL VII,1,10,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,1,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619207/result_163724_1677608509_thumb.jpg,5.0646636,7.3786689,,
2220,2220,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-018,ASA UMUNKA CIVIC HALL II,53,478,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,44,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619212/result_163767_1677512969_thumb.jpg,5.0407525,7.3233035,,
2221,2221,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-019,ASANNENTU CIVIC HALL III,17,48,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,16,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619213/result_163768_1677513087_thumb.jpg,5.0471027,7.332753,,
2222,2222,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-020,ASANNENTU MOTOR PARTS MARKET VI,2,8,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619214/result_163769_1677513293_thumb.jpg,5.0471027,7.332753,,
2223,2223,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-021,ASANNENTU MOTOR PARTS MARKET VI,2,8,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,4,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619214/result_163769_1677513293_thumb.jpg,5.0471027,7.332753,,
2224,2224,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-022,ASANNENTU MOTOR PARTS VIII,7,16,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,7,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619216/result_163771_1677513518_thumb.jpg,5.0471027,7.332753,,
2225,2225,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-023,ASANNENTU MOTOR PARTS MARKET IX,5,19,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,5,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619217/result_163772_1677513634_thumb.jpg,5.0471027,7.332753,,
2226,2226,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-024,ASANNENTU MOTOR PARTS MARKET IX,5,19,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,4,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619217/result_163772_1677513634_thumb.jpg,5.0471027,7.332753,,
2227,2227,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-025,ASANNENTU MOTOR PARTS MARKET XI,14,44,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,14,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619219/result_163774_1677513947_thumb.jpg,5.0471027,7.332753,,
2228,2228,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-026,ASANNENTU MECHANIC VILLAGE III,9,39,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,9,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619220/result_163775_1677514045_thumb.jpg,5.0471027,7.332753,,
2231,2231,ABIA,UKWA  WEST,ASA NORTH,01-14-01-010,UMUOPARA VILLAGE HALL UMUIKU ISI ASA,21,60,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,92,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17666/pu/127631/127631-1677647296.pdf,4.9254371,7.3081344,,
2233,2233,ABIA,UKWA  WEST,ASA NORTH,01-14-01-012,OMUMA UZO VILLAGE HALL,16,55,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,13,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17666/pu/127633/127633-1677514751.pdf,5.086438,7.2814718,,
2234,2234,ABIA,UKWA  WEST,ASA SOUTH,01-14-04-008,COMMUNITY PRI. SCHOOL UMUAKA II,46,109,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,21,16,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17669/pu/127638/127638-1677516600.pdf,5.0347652,7.2814718,,
2235,2235,ABIA,UKWA  WEST,ASA SOUTH,01-14-04-009,UMUAKA HEALTH CENTRE/UMUAKA I,41,81,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,18,12,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17669/pu/127639/127639-1677519628.pdf,5.0347652,7.2814718,,
2236,2236,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-018,UMUKWU NKATA TOWN HALL,153,250,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,146,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619229/result_164049_1677595144_thumb.jpg,5.566075,7.5355555,,
2239,2239,ABIA,UKWA  WEST,IPU   SOUTH,01-14-08-010,IMO RIVER II VILLAGE HALL,33,89,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,30,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17673/pu/127667/127667-1677605530.pdf,4.892442,7.166929,,
2240,2240,ABIA,UKWA  WEST,IPU   SOUTH,01-14-08-011,IMO RIVER II VILLAGE HALL,33,89,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,28,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17673/pu/127667/127667-1677605530.pdf,4.892442,7.166929,,
2241,2241,ABIA,UKWA  WEST,IPU   SOUTH,01-14-08-012,AMANAPIA VILL SQ. III,76,584,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,59,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17673/pu/127669/127669-1677605899.pdf,4.8857041,7.1735439,,
2242,2242,ABIA,UKWA  WEST,IPU  EAST,01-14-07-007,OBEHIE CENTRAL SCHOOL IV,85,181,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,31,14,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17672/pu/127658/127658-1677490119.pdf,4.9447525,7.2614928,,
2243,2243,ABIA,UKWA  WEST,IPU  EAST,01-14-07-008,OBECHIE CENTRAL SCHOOL V,23,60,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,21,16,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17672/pu/127659/127659-1677489206.pdf,4.9629775,7.2383178,,
2248,2248,ABIA,UKWA  WEST,IPU WEST,01-14-06-013,UMUALAGA UMUOYEKE VILL HALL,33,101,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,32,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17671/pu/127654/127654-1677669957.pdf,4.9327346,7.1736385,,
2250,2250,ABIA,UKWA  WEST,OBUZOR,01-14-05-011,UMUITOR HEALTH CENTRE,40,109,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,35,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17670/pu/127640/127640-1677487903.pdf,4.9381058,7.2133819,,
2252,2252,ABIA,UKWA  WEST,OBUZOR,01-14-05-013,UMUORLU VILLAGE HALL,84,158,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,68,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17670/pu/127642/127642-1677615079.pdf,4.9381058,7.2133819,,
2253,2253,ABIA,UKWA  WEST,OBUZOR,01-14-05-015,UMUOKEAKWU VILL HALL UMUAJOHA,49,126,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,38,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17670/pu/127644/127644-1677615776.pdf,4.9381058,7.2133819,,
2254,2254,ABIA,UKWA  WEST,OBUZOR,01-14-05-016,AHALAUKWU VILLAGE HALL,56,165,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,86,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17670/pu/127645/127645-1677617867.pdf,4.9381058,7.2133819,,
2256,2256,ABIA,UKWA  WEST,OZAA  WEST,01-14-10-011,UMUACHIGIDE VILLAGE HALL,53,131,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,48,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17675/pu/127676/127676-1677489292.pdf,4.9058515,7.276076,,
2257,2257,ABIA,UKWA  WEST,OZAA  WEST,01-14-10-012,UMUORIE C.P.S/UMUORIE III,43,125,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,37,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17675/pu/127677/127677-1677487902.pdf,4.9058515,7.276076,,
2262,2262,ABIA,UKWA  WEST,OZAA UKWU,01-14-09-017,MIGRANT PRI. SCHOOL OBORHIA,13,28,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,0,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17674/pu/127674/127674-1677475237.pdf,4.9058311,7.3103308,,
2268,2268,ABIA,UKWA  WEST,ASA NORTH,01-14-01-009,OKEATOR VILLAGE HALL UMUIKU ISI ASA,74,179,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,52,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17666/pu/127630/127630-1677518513.pdf,4.9254371,7.3081344,,
2283,2283,ABIA,UMU - NNEOCHI,AMUDA,01-17-01-018,UGWUOWERE VILLAGE SQUARE,26,132,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,21,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619295/result_164600_1677667565_thumb.jpg,5.991641,7.3894772,,
2293,2293,ABIA,UMU - NNEOCHI,UMUCHIEZE  I,01-17-09-006,MBARA OVERSHARE CENTRE,8,31,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,5,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/006/006-1677421722.pdf,5.9226381,7.4489531,,
2295,2295,ABIA,UMU - NNEOCHI,UMUCHIEZE  I,01-17-09-008,MBARA AGWU SQUARE,6,16,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,5,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/008/008-1677427450.pdf,5.9226381,7.4489531,,
2299,2299,ABIA,UMU - NNEOCHI,UMUCHIEZE  I,01-17-09-013,MBARA EGBU SQUARE,48,168,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,45,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/013/013-1677421039.pdf,5.9226381,7.4489531,,
2300,2300,ABIA,UMU - NNEOCHI,UMUCHIEZE  I,01-17-09-014,LOKPAUKWU COMMUNITY SCHOOL,18,55,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,17,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/014/014-1677425549.pdf,5.9216465,7.4266024,,
2303,2303,ABIA,UMU - NNEOCHI,UMUCHIEZE  III,01-17-11-010,"NOMADIC PRIMARY SCHOOL,GARIKI",88,436,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,25,5,38,10,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/11/pu/010/010-1677416867.pdf,5.9430296,7.4922407,,
2306,2306,ABIA,UMUAHIA  SOUTH,AHIAUKWU  I,01-16-04-018,CIVIC CENTRE AGBAMA HOUSING ESTATE,279,917,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,269,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17691/pu/127871/127871-1677512374.pdf,5.4857409,7.5057737,,
2312,2312,ABIA,UMUAHIA  SOUTH,AHIAUKWU  I,01-16-04-025,UMUCHUKWU/ELUGWU AMANGWU,53,96,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,51,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17691/pu/127878/127878-1677499651.pdf,5.4857409,7.5057737,,
2313,2313,ABIA,UMUAHIA  SOUTH,AHIAUKWU  I,01-16-04-026,ITAJA AMAEGBU ROAD II,58,83,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,47,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17691/pu/127879/127879-1677499938.pdf,5.4792874,7.5017135,,
2323,2323,ABIA,UMUAHIA  SOUTH,EZELEKE/OGBODIUKWU,01-16-01-017,MBARAUKWU SQUARE OGBODIUKWU,212,385,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,140,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17688/pu/127867/127867-1677491189.pdf,5.5411903,7.4435441,,
2324,2324,ABIA,UMUAHIA  SOUTH,EZELEKE/OGBODIUKWU,01-16-01-018,TIMBER MARKET AMACHARA,48,96,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,46,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17688/pu/127868/127868-1677500477.pdf,5.5436931,7.4516578,,
2333,2333,ABIA,UMUAHIA  SOUTH,OMAEGWU,01-16-02-016,UMUNNOBIUKWU CIVIC CENTER,71,100,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,62,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17689/pu/127869/127869-1677589684.pdf,5.5204919,7.4327273,,
2334,2334,ABIA,UMUAHIA  SOUTH,OMAEGWU,01-16-02-017,DIKENTA HALL EKENOBIZI,198,294,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,173,11,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17689/pu/127870/127870-1677484952.pdf,5.5402437,7.4151536,,
2340,2340,ABIA,UMUAHIA  SOUTH,UBAKALA  'B',01-16-10-019,"UMUEZE  HALL,EZIAMA",34,64,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,26,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17697/pu/127911/127911-1677508150.pdf,5.4892546,7.4327273,,
2346,2346,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-019,"UMUAKAKA NKATA
 VILLAGE SQUARE",24,36,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,24,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619376/result_164050_1677582500_thumb.jpg,5.566075,7.5355555,,
2348,2348,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-021,"UMUAGBO DEVELOPMENT
 UNION HALL",1,1,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,1,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619378/result_164052_1677583438_thumb.jpg,5.566075,7.5355555,,
2364,2364,ABIA,UMUAHIA NORTH,IBEKU EAST  II,01-15-02-020,"UMUCHIME ELU-ELU VILLAGE
 SQUARE",22,30,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,21,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/020/020-1677423694.pdf,5.5180066,7.4644446,,
2369,2369,ABIA,UMUAHIA NORTH,IBEKU WEST,01-15-04-009,AMUZORO ELU-ELU,49,74,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,35,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/009/009-1677394066.pdf,5.5398211,7.5518056,,
2371,2371,ABIA,UMUAHIA NORTH,ISINGWU,01-15-12-013,UMUDA OKOROCHA ISINGWU  ULTRA MODERN HALL,123,235,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,116,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619407/result_164406_1677589357_thumb.jpg,5.661892,7.4369272,,
2376,2376,ABIA,UMUAHIA NORTH,NDUME,01-15-03-024,AMANTA UMUOBUBA TOWN HALL,21,30,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,17,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619412/result_164114_1677507281_thumb.jpg,5.508855,7.5301397,,
2383,2383,ABIA,UMUAHIA NORTH,NDUME,01-15-03-034,OGBAGU VILLAGE  SQUARE,139,180,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,131,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619420/result_164124_1677504278_thumb.jpg,5.508855,7.5301397,,
2387,2387,ABIA,UMUAHIA NORTH,NDUME,01-15-03-037,UMUOHU AZUEKE CIVIC HALL,75,116,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619424/result_164127_1677761704_thumb.jpg,5.576912,7.5030669,,
2393,2393,ABIA,UMUAHIA NORTH,NDUME,01-15-03-044,UMUNKWO VILLAGE SQUARE UMUAFAI,11,14,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,9,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619432/result_164134_1677516292_thumb.jpg,5.5072621,7.5080063,,
2406,2406,ABIA,UMUAHIA NORTH,NKWOEGWU,01-15-09-015,EGWUNAELEKE OKAIUGA NKWOEGWU CIVIC CENTRE,183,255,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,169,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619449/result_164351_1677592415_thumb.jpg,5.569678,7.4570675,,
2407,2407,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-038,UGBA I COMMUNITY SCHOOL UGBA I,36,74,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,36,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619450/result_164190_1677618047_thumb.jpg,5.5341296,7.5014121,,
2428,2428,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-063,OHOKOBE CIVIC CENTRE AFARAUKWU,114,177,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,95,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619475/result_164215_1677566796_thumb.jpg,5.5193413,7.4961618,,
2430,2430,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-065,SCHOOL ROAD BY MACAULAY STREET,63,291,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,57,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619477/result_164217_1677683195_thumb.jpg,5.5264113,7.4951119,,
2431,2431,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-066,SCHOOL ROAD BY MACAULAY STREET,53,271,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,53,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619478/result_164218_1677565431_thumb.jpg,5.5264113,7.4951119,,
2450,2450,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-090,OKPARA SQUARE CONFERENCE CENTER I,5,9,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,4,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619502/result_164242_1677508061_thumb.jpg,5.5325425,7.4896647,,
2454,2454,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-094,FINBARRS ROAD- ABIA HOTEL,41,64,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,34,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619506/result_164246_1677507233_thumb.jpg,5.5264521,7.4979627,,
2487,2487,ABIA,ABA SOUTH,EZIUKWU,01-02-01-054,ASA-OKPUAJA HALL IV,25,57,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,24,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/675572/result_161230_1677532909_thumb.jpg,5.1112711,7.3524513,,
2488,2488,ABIA,OHAFIA,NDI AGBO NKPORO,01-10-11-019,AGBAJA PRIMARY SCHOOL,23,136,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,0,21,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3112/ward/17635/pu/127367/127367-1677533207.pdf,5.7981699,7.7471025,,
