State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,lat,long
ABIA,ISIALA NGWA SOUTH,MBUTU UKWU,01-07-03-007,UMUOLEKE - VILLAGE SQUARE,97,609,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,41,50,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17596/pu/1198/1198-1677590147.pdf,5.3047052,7.321744
ABIA,ISIALA NGWA SOUTH,MBUTU UKWU,01-07-03-008,UMUOCHEALA - SEC. COMM. SCHOOL  I,103,938,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,65,18,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17596/pu/1199/1199-1677590488.pdf,5.305451,7.2925213
ABIA,ISIALA NGWA SOUTH,MBUTU UKWU,01-07-03-009,WATER SIDE - COUNCIL HALL WATER SIDE,177,803,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,154,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17596/pu/1200/1200-1677587124.pdf,5.3047052,7.321744
ABIA,ISIALA NGWA SOUTH,MBUTU UKWU,01-07-03-011,OWERRINTA - ST EPHARAIMS / OWERRINTA GIRLS SCHOOL,99,524,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,85,9,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17596/pu/1202/1202-1677587483.pdf,5.305451,7.2925213
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-002,AMANKWO/AHIAOFOR VILLAGE HALL.,132,782,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1204/1204-1677516531.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-003,MBUTU NGWA - MBUTU NGWA PRI. SCH.,112,475,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1205/1205-1677587015.pdf,5.3096807,7.3538876
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-004,MBUTU NGWA - MBUTU NGWA SEC. SCH.,57,656,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,42,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1206/1206-1677505146.pdf,5.3084485,7.3558902
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-005,OBIEKWESU - VILLAGE HALL,109,466,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,76,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1207/1207-1677512049.pdf,5.3192807,7.3432264
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-006,UMUDURU - VILLAGE HALL (I),92,488,TRUE,-1,TRUE,FALSE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1208/1208-1677587480.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-007,OKPUNGWU - VILLAGE HALL,65,340,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,7,42,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1209/1209-1677508227.pdf,5.2978467,7.3573852
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-009,UMUICHI - VILLAGE HALL,86,492,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,69,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1211/1211-1677509941.pdf,5.3173723,7.3504543
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-010,UHUM - VILLAGE HALL,178,944,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,14,116,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1212/1212-1677516909.pdf,5.304812,7.3450765
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-011,MBUTU NGWA - SECONDARY SCHOOL  (II),27,505,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1213/1213-1677587889.pdf,5.3084485,7.3558902
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-013,MBUTU NGWA - PRI. SCH. (II),103,588,TRUE,-1,TRUE,TRUE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1215/1215-1677588224.pdf,5.3096807,7.3538876
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-014,UMUICHI - VILLAGE HALL (II),97,533,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,71,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1216/1216-1677516138.pdf,5.3173723,7.3504543
ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-015,UMUOSOALA - VILLAGE HALL,72,497,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,58,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/1217/1217-1677504103.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-001,UMUEZU - UMUEZU HALL,165,742,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,127,27,3,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1218/1218-1677582046.pdf,5.2942463,7.4431101
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-002,UMUADA - VILLAGE HALL,134,757,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,121,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1219/1219-1677505623.pdf,5.2916479,7.4475288
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-005,UMUETEGHA CENTRAL SCH.,189,854,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,14,93,56,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1222/1222-1677515831.pdf,5.4114338,7.4165053
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-006,UMUEHIM VILLAGE SQUARE,225,835,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,193,12,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1223/1223-1677515322.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-007,UMUGURU - VILLAGE HALL,215,688,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,193,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1224/1224-1677580013.pdf,5.3301913,7.4292469
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-008,AMAIYI - CENTRAL SCHOOL (I),179,897,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,136,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1225/1225-1677576877.pdf,5.3261581,7.4824776
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-010,EBEIYI - CENTRAL SCHOOL,53,653,TRUE,-1,FALSE,TRUE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1227/1227-1677589958.pdf,5.3257474,7.4573135
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-011,NDIOLUMBE - C.P.S,143,806,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,113,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1228/1228-1677515288.pdf,5.2638432,7.4752496
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-013,UMUOHIA VILLAGE HALL,91,383,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1230/1230-1677512965.pdf,5.274778,7.4579671
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-014,UMUOKECHI VILLAGE HALL,84,317,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,136,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1231/1231-1677519266.pdf,5.3301913,7.4292469
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-015,UMUNKPO - VILLAGE HALL,84,338,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,68,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1232/1232-1677579597.pdf,5.4722924,7.4361477
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-016,AKPURUNTA  - VILLAGE HALL,116,795,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,58,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1233/1233-1677577436.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-017,AHIAFOR / UMURU - VILLAGE HALL,154,864,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,132,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1234/1234-1677514458.pdf,5.3272496,7.4148198
ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-018,IKEM CIVIL CENTER - IKEM CIVIL CENTER,117,489,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,52,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/1235/1235-1677580497.pdf,50.0227343,14.4627919
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-002,UMUOKEGBE - VILLAGE HALL,206,623,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,182,15,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1239/1239-1677511487.pdf,5.3301913,7.4292469
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-003,OBUBA - CENTRAL SCHOOL,114,1067,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,89,7,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1240/1240-1677512810.pdf,5.3261581,7.4824776
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-004,UMUBEFU - VILLAGE HALL,167,574,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,134,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1241/1241-1677510423.pdf,5.3479774,7.4202722
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-005,KPUTUKE - VILLAGE HALL,118,374,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,15,78,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1242/1242-1677690190.pdf,5.3203367,7.4149132
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-006,UMUNGALAGU - VILLAGE HALL,168,531,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,160,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1243/1243-1677512977.pdf,5.342731,7.4113157
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-007,UMUNKPAYI - CENTRAL SCH.  I,162,848,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,113,23,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1244/1244-1677510329.pdf,5.33349,7.4790325
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-009,UMUOKIRI - CENTRAL SCH.,135,576,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,103,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1246/1246-1677512609.pdf,5.356757,7.4106007
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-010,UMUNEVO - CENTRAL SCH.,102,774,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,21,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/010/010-1677361754.pdf,5.3261581,7.4824776
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-011,UMUNKO -  VILLAGE HALL,157,456,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,131,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1248/1248-1677510706.pdf,5.3389086,7.4868711
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-012,AMAKU - CENTRAL SCHOOL,165,1030,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,132,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1249/1249-1677512424.pdf,5.356757,7.4106007
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-013,UMUEJIA - VILLAGE HALL,157,587,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,86,34,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1250/1250-1677510519.pdf,5.3301913,7.4292469
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-014,OHUHU EKWURU - CENTRAL SCH.,133,523,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,106,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1251/1251-1677509123.pdf,5.2938254,7.4839048
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-015,UMULELU - VILLAGE HALL,119,516,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,14,84,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1252/1252-1677512251.pdf,5.289271,7.489447
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-016,MGBOKANTA - VILLAGE HALL,173,924,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,17,110,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1253/1253-1677509785.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-017,UMUAMACHA - VILLAGE HALL,73,380,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,60,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1254/1254-1677511044.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-018,NVOSI - HIGH SCH.,71,307,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,48,12,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1255/1255-1677509938.pdf,5.3261581,7.4824776
ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-019,UMUARO VILLAGE CENTRE UMUARO,85,283,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,68,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/1256/1256-1677512134.pdf,5.229644,7.4784762
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-001,UMUIRE - VILLAGE HALL,158,1057,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,5,130,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1257/1257-1677503736.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-002,UMUEZECHI - VILLAGE HALL,104,686,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,68,20,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1258/1258-1677505607.pdf,5.2508451,7.4217045
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-003,OMOBA - OMOBA MOTOR PARK,72,935,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,5,130,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1259/1259-1677786568.pdf,5.2428452,7.4083958
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-004,UMUOKOROUKWU - VILLAGE HALL,45,921,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,38,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1260/1260-1677508166.pdf,5.2502548,7.4008021
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-005,UMUOKEA - VILLAGE HALL,85,701,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,39,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1261/1261-1677509090.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-006,OMOBA - CENTRAL SCHOOL,172,1315,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,158,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1262/1262-1677509403.pdf,5.2420454,7.4075511
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-007,UMUAGU - VILLAGE HALL,146,1449,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,73,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1263/1263-1677510675.pdf,5.2365176,7.4170284
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-008,UMUGBA - VILLAGE HALL,109,658,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,7,73,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1264/1264-1677511951.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-010,AMAPU - VILLAGE HALL,87,446,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,66,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1266/1266-1677513919.pdf,5.2485934,7.4023792
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-012,UMUAMOSI - VILLAGE HALL,39,182,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,31,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1268/1268-1677516239.pdf,5.253893,7.416961
ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-013,EGBELU - EGBELU UMUOKEGWU VILLAGE HALL,72,264,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,52,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/1269/1269-1677517341.pdf,5.2411441,7.4328303
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-001,UMUAKPOR - VILLAGE HALL,160,726,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,114,29,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1270/1270-1677512620.pdf,5.3093629,7.4060217
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-003,AMATO / UMUAPU - COMM. SCH.,164,603,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,11,106,18,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1272/1272-1677508152.pdf,5.3687511,7.4371299
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-004,OVUNGWA - COMM. COUNCIL HALL,135,685,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,102,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1273/1273-1677510686.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-005,AGBARAGWU - CENTRAL SCH. I,202,884,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,100,47,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1274/1274-1677509399.pdf,5.4197864,7.4299228
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-006,UMUNKWO - VILLAGE HALL UMUNKWO,88,439,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,55,22,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1275/1275-1677505598.pdf,5.2218319,7.416487
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-007,OKPUALA - VILLAGE HALL,177,683,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,136,31,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1276/1276-1677511518.pdf,5.328354,7.3801947
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-008,AMABUA - CENTRAL SCH.,214,923,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,135,35,3,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1277/1277-1677506986.pdf,5.356757,7.4106007
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-009,OKPUNGWU - VILLAGE HALL,133,661,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,91,33,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1278/1278-1677508514.pdf,5.2978467,7.3573852
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-010,UMOTIRI - VILLAGE HALL,112,673,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,64,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1279/1279-1677510393.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-011,UMUAJA - CENTRAL SCH.,184,809,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,108,49,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1280/1280-1677511201.pdf,5.305451,7.2925213
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-012,NGWAMA - COMM. HALL,71,291,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,56,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1281/1281-1677512421.pdf,5.2726388,7.3225139
ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-014,UMUOKORO - CENTRAL SCH.,142,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,115,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/1283/1283-1677511015.pdf,5.305451,7.2925213
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-001,OBIEKWESU - VILLAGE HALL,185,829,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,132,19,5,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1285/1285-1677593350.pdf,5.3192807,7.3432264
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-002,AMUCHA - AMUCHA HALL,115,772,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,73,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1286/1286-1677592287.pdf,5.2818255,7.4002872
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-003,UMUAWA - CENTRAL SCHOOL,167,971,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,108,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1287/1287-1677513756.pdf,5.269641,7.422754
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-005,AMAIRI - COMMUNITY SCHOOL,87,482,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,67,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1289/1289-1677590801.pdf,5.356757,7.4106007
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-006,UMUENE - UMUENE HALL,221,1066,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,187,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1290/1290-1677591557.pdf,5.2636789,7.3938962
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-007,OKPUALA - PRIMARY SCHOOL,151,943,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,120,18,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1291/1291-1677594526.pdf,5.2572046,7.4101925
ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-008,UMUELEGHELE - VILLAGE HALL,133,1157,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,85,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/1292/1292-1677518265.pdf,5.2785716,7.3866749
