State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,lat,long
ABIA,ABA NORTH,EZIAMA,01-01-01-005,ABIA POLY - ABIA POLY I,138,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/005/005-1677396730.pdf,5.1354436,7.3536032
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-012,LEVER BROTHERS GATE- LEVER BROTHERS GATE IV,71,774,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,71,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/012/012-1677409420.pdf,5.1206306,7.373296
ABIA,ABA NORTH,OSUSU I,01-01-03-002,OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES II,156,883,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/54/result_160777_1677691483_thumb.jpg,5.1112902,7.3595897
ABIA,ABA NORTH,OSUSU II,01-01-04-004,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES IV,297,1678,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,287,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77/result_160824_1677489715_thumb.jpg,5.1175203,7.3514613
ABIA,ABA NORTH,OSUSU II,01-01-04-014,BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES VII,144,934,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,138,1,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87/result_160834_1677492427_thumb.jpg,5.1072265,7.3515588
ABIA,ABA NORTH,OSUSU II,01-01-04-016,POPE JOHN PAUL COLLEGE-SCHOOL PREMISES I,173,877,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/89/result_160836_1677494664_thumb.jpg,5.5022163,7.2968287
ABIA,ABA NORTH,OSUSU II,01-01-04-018,POPE JOHN PAUL COLLEGE-SCHOOL PREMISES III,165,874,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/91/result_160838_1677493492_thumb.jpg,5.5022163,7.2968287
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-003,HOLY GHOST COMM. SCHOOL  - SCHOOL PREMISES III,119,877,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,105,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/003/003-1677405554.pdf,5.1144955,7.3551752
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-017,ST. EUGENE'S PRIM. SCH.  - SCHOOL PREMISES V,142,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,138,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/017/017-1677415453.pdf,5.114527,7.3648613
ABIA,ABA NORTH,URATTA,01-01-06-008,URATTA COUNCIL HALL  - HALL PREMISES VIII,102,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,98,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/118/result_160891_1677515718_thumb.jpg,5.1086374,7.3660727
ABIA,ABA NORTH,URATTA,01-01-06-021,STELLA MARIS SEC. SCHOOL  - SCHOOL PREMISES IV,68,653,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,57,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/131/result_160904_1677671962_thumb.jpg,5.1500392,7.3303532
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-010,GULF COURSE PRIMARY SCHOOL  - SCHOOL PREMISES X,85,472,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,83,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/010/010-1677414956.pdf,5.1153863,7.3641258
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-023,WATER TANK WATER TANK PREMISES VII,172,809,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,3,163,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/023/023-1677420332.pdf,5.1283001,7.3631529
ABIA,ABA NORTH,UMUOLA,01-01-08-004,UMUOLA PRIM. SCHOOL-SCHOOL PREMISES IV,158,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,143,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/164/result_160964_1677503349_thumb.jpg,5.1273921,7.3829366
ABIA,ABA NORTH,UMUOLA,01-01-08-012,UMUOLA OKPULOR HALL - COUNCIL HALL V,92,509,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,1,88,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/172/result_160972_1677501233_thumb.jpg,5.1165573,7.3744862
ABIA,ABA NORTH,UMUOLA,01-01-08-023,UMUOLA EGBELU HALL - COUNCIL HALL III,139,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,132,1,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/183/result_160983_1677526900_thumb.jpg,5.1273921,7.3829366
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-003,OSUSU RD.PRIM.SCHOOL-PREMISES III,121,765,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,86,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/188/result_161006_1677511179_thumb.jpg,5.114527,7.3648613
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-019,OLD INTERNAL REVENUE-PREMISES VI,93,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,89,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/210/210-1677492916.pdf,5.1170934,7.3484003
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-020,OLD INTERNAL REVENUE-PREMISES VII,91,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,85,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/211/211-1677506866.pdf,5.1170934,7.3484003
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-047,SACRED HEART COLLEGE-SCHOOL PREMISES IV,75,584,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,28,3,5,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/047/047-1677396825.pdf,5.1119194,7.3518541
ABIA,ABA NORTH,UMUOGOR,01-01-12-018,UMUOGOR HEALTH CENTRE-HEALTH CENTRE X,83,755,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,77,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/303/result_161170_1677512343_thumb.jpg,5.2011,7.3195
ABIA,ABA NORTH,UMUOGOR,01-01-12-020,ASA OKPULOR - COUNCIL HALL,118,772,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,109,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/305/result_161172_1677573447_thumb.jpg,5.1165573,7.3744862
ABIA,ABA SOUTH,EZIUKWU,01-02-01-001,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL I,210,1280,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/306/result_161177_1677505999_thumb.jpg,5.1033631,7.3529257
ABIA,ABA SOUTH,EZIUKWU,01-02-01-002,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL II,145,1086,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/307/result_161178_1677506943_thumb.jpg,5.1033631,7.3529257
ABIA,ABA SOUTH,EZIUKWU,01-02-01-006,EZIUKWU LOCAL GOVT.POUND OFFICE I,85,497,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,76,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/311/result_161182_1677509501_thumb.jpg,5.1136504,7.3734307
ABIA,ABA SOUTH,EZIUKWU,01-02-01-007,EZIUKWU LOCAL GOVT.POUND OFFICE II,93,752,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/312/result_161183_1677509886_thumb.jpg,5.1136504,7.3734307
ABIA,ABA SOUTH,EZIUKWU,01-02-01-015,EZIUKWU PRIMARY SCHOOL IV,101,743,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/01/pu/015/015-1677376937.pdf,5.1033631,7.3529257
ABIA,ABA SOUTH,ASA,01-02-02-016,ASA-TOWNSHIP PRIM.SCH. II,137,862,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,133,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/016/016-1677419694.pdf,5.114527,7.3648613
ABIA,ABA SOUTH,ENYIMBA,01-02-03-003,ENYIMBA-OBUDA VILLAGE HALL III,274,2503,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,258,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/362/result_161273_1677510356_thumb.jpg,5.1086885,7.4275791
ABIA,ABA SOUTH,ENYIMBA,01-02-03-020,ENYIMBA-ABAUKWU VILLAGE HALL II,111,901,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,109,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/379/result_161290_1677515704_thumb.jpg,5.1020848,7.3759246
ABIA,ABA SOUTH,NGWA,01-02-04-010,NGWA-NDOKI ROAD PRIM.SCHOOL I,108,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,98,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/397/result_161332_1677507981_thumb.jpg,5.121578,7.3732622
ABIA,ABA SOUTH,NGWA,01-02-04-011,NGWA-NDOKI ROAD PRIM.SCHOOL II,145,1309,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,142,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/398/result_161333_1677507268_thumb.jpg,5.121578,7.3732622
ABIA,ABA SOUTH,NGWA,01-02-04-017,NGWA-FRIENDS VACATIONAL COLL I,118,1014,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,105,2,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/404/result_161339_1677511537_thumb.jpg,5.1491498,7.3325015
ABIA,ABA SOUTH,NGWA,01-02-04-018,NGWA-FRIENDS VACATIONAL COLL II,113,915,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,102,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/405/result_161340_1677511729_thumb.jpg,5.1491498,7.3325015
ABIA,ABA SOUTH,NGWA,01-02-04-033,NGWA-UMUAGBAI EAST PRIMARY SCHOOL III,89,883,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,78,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/420/result_161355_1677513211_thumb.jpg,5.121578,7.3732622
ABIA,ABA SOUTH,OHAZU I,01-02-05-018,OHAZU I-AGULANA ROAD PRIM.SCHOOL II,81,596,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,78,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/441/result_161407_1677516445_thumb.jpg,5.114527,7.3648613
ABIA,ABA SOUTH,OHAZU I,01-02-05-022,OHAZU I-AGULANA ROAD PRIM.SCHOOL VI,41,548,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,41,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/445/result_161411_1677499287_thumb.jpg,5.1004711,7.3841429
ABIA,ABA SOUTH,EKEOHA,01-02-08-007,EKEOHA-ASA TRIANGLE PRIM.SCHOOL II,206,888,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,199,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/08/pu/007/007-1677396935.pdf,5.1044808,7.365346
ABIA,ABA SOUTH,EKEOHA,01-02-08-020,EKEOHA-AMICHI HALL I,106,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,102,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17545/pu/513/513-1677607271.pdf,5.1093077,7.3690191
ABIA,ABA SOUTH,GLOUCESTER,01-02-09-018,GLOUCESTER-OLD COURT PRIM. SCHOOL I,52,388,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,51,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/09/pu/018/018-1677388120.pdf,51.8056188,-2.2728503
ABIA,ABA SOUTH,MOSQUE,01-02-10-005,MOSQUE -SCHOOL OF HEALTH V,106,830,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,124,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/544/result_161578_1677501689_thumb.jpg,4.8011599,7.0243791
ABIA,ABA SOUTH,MOSQUE,01-02-10-016,MOSQUE EHI ROAD PRIM.SCHL V,132,765,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,124,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/016/016-1677378228.pdf,5.10967,7.3712388
ABIA,ABA SOUTH,ABA RIVER,01-02-11-003,"ABA RIVER-ETCHE ROAD,PRIMARY SCHOOL III",133,932,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,121,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/564/result_161612_1677501689_thumb.jpg,5.1008645,7.3828729
ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-002,ABA TOWN HALL - ABA TOWN HALL II,70,750,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,68,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/12/pu/002/002-1677392504.pdf,5.1125531,7.3719147
ABIA,AROCHUKWU,OVUKWU,01-03-01-002,ATAN ABAM II/ MKT.SQUARE ATAN ABAM,150,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections/1292/1677450362-617.pdf,5.4553794,7.876984
ABIA,AROCHUKWU,OVUKWU,01-03-01-007,NDI OKWARA/NDI OKWARA HALL,38,173,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,38,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/616/result_161701_1677519690_thumb.jpg,5.4881748,7.7933568
ABIA,AROCHUKWU,OVUKWU,01-03-01-008,NDI OKORIE/PRIM. SCH. NDI OKORIE,102,517,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,12,70,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/617/result_161702_1677520116_thumb.jpg,5.571859,7.8767074
ABIA,AROCHUKWU,OVUKWU,01-03-01-010,ATAN ABAM III/ONICHA HALL,140,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,140,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619/result_161704_1677520737_thumb.jpg,5.4553794,7.876984
ABIA,AROCHUKWU,OVUKWU,01-03-01-011,EZIAFOR/EZIAFOR TOWN HALL,70,377,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,56,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/620/result_161705_1677521140_thumb.jpg,5.4536273,7.8831036
ABIA,AROCHUKWU,OHAEKE,01-03-02-003,OHAEKE I & IX IDIMA ABAM PRIM SCH.CAMPI,48,365,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,5,33,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/624/result_161715_1677504193_thumb.jpg,5.5439989,7.7014288
ABIA,AROCHUKWU,OHAEKE,01-03-02-005,OHAEKE III /ISI OKWASI HALL,42,196,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,3,32,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/626/result_161717_1677504919_thumb.jpg,5.5439989,7.7014288
ABIA,AROCHUKWU,OHAEKE,01-03-02-006,OHAEKE IV & VIII/ NDI OKORIE HALL,77,435,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,70,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/627/result_161718_1677505038_thumb.jpg,5.5399529,7.6923716
ABIA,AROCHUKWU,OHAEKE,01-03-02-012,ELU OGO- NDI OTU HALL.,71,396,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,3,32,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/633/result_161724_1677505392_thumb.jpg,5.5439989,7.7014288
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-003,UJARI III/OGWOGO HALL AMASU,65,298,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,60,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/655/result_161756_1677505255_thumb.jpg,5.3778839,7.8984457
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-004,AMASU I & III- VILL SQ. AMASU.,74,277,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,66,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/656/result_161757_1677505443_thumb.jpg,41.4103761,-75.6534025
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-007,AMANNAGWU II/VILLAGE SQUARE AMANNAGWU,94,529,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,86,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/659/result_161760_1677506057_thumb.jpg,5.3886222,7.887787
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-008,AMANNAGWU III/VILLAGE SQUARE AMANNAGWU,152,771,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,115,0,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/660/result_161761_1677506375_thumb.jpg,5.3886222,7.887787
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-013,GOVT.AREA I/MARY SLESSOR SEC.SCH.,111,892,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,89,1,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/665/result_161766_1677510794_thumb.jpg,5.3779471,7.9060494
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-001,OBINTO I/IHE CENT. SCHOOL,130,705,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,7,117,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/685/result_161794_1677512868_thumb.jpg,5.4515969,7.8877913
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-002,OBINTO II/OBINTO VILLAGE HALL,41,182,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,36,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/686/result_161795_1677513221_thumb.jpg,5.4768223,7.9154724
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-003,OBICHIE/AWADA NDI OLE,153,589,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,5,144,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/687/result_161796_1677513356_thumb.jpg,5.4536273,7.8831036
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-010,UMUYE I/UMUYE COMM.SCH,98,618,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,97,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/694/result_161803_1677513830_thumb.jpg,5.4768223,7.9154724
ABIA,AROCHUKWU,UTUTU,01-03-09-012,UKWUAKWU II/MGBALA OGO UKWUAKWU,69,667,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3105/ward/17558/pu/737/737-1677467001.pdf,5.4324778,7.9075384
ABIA,AROCHUKWU,ISU,01-03-10-004,ABA -ISU/UTUGHAIYI COMM.SCH,133,597,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,12,97,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/745/result_161859_1677542556_thumb.jpg,5.377939,7.9103902
ABIA,BENDE,AMANKALU/AKOLIUFU,01-04-01-003,AMANKALU ALAYI-AMANKALU PRIM. SCH III,63,471,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,9,124,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/003/003-1677370862.pdf,5.7039718,7.6071142
ABIA,BENDE,BENDE,01-04-02-009,OKPUTONG-MOTOR PARK BENDE,65,354,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/786/result_161908_1677505924_thumb.jpg,5.5595709,7.6356
ABIA,BENDE,BENDE,01-04-02-016,OKPOROEENYI-ISINKPU VILLAGE HALL,153,664,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,7,135,2,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/793/result_161915_1677510547_thumb.jpg,5.5123062,7.5963277
ABIA,BENDE,UGWUEKE/EZEUKWU,01-04-03-002,NDI ELU-NDI ELU PRIM.SCH I,91,922,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,8,64,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17563/pu/801/801-1677496446.pdf,5.822674,7.623794
ABIA,BENDE,UGWUEKE/EZEUKWU,01-04-03-012,EZEUKWU-.AMANGWU VILLAGE HALL,68,344,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,50,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17563/pu/811/811-1677589477.pdf,5.80547,7.561226
ABIA,BENDE,IGBERE 'A',01-04-04-002,ONUIBINA-ONUIBINA PRIM.SCH II,150,739,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,16,130,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/002/002-1677380853.pdf,5.7087618,7.6548234
ABIA,BENDE,IGBERE 'A',01-04-04-005,EZIIGBERE-EZIIGBERE COMM. SCH II,144,716,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,25,101,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/816/816-1677646146.pdf,5.6933967,7.6452935
ABIA,BENDE,IGBERE 'A',01-04-04-007,AMANKALU-AMANKALU PRIM.SCH I,108,576,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,96,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/818/818-1677638861.pdf,5.7061399,7.6680562
ABIA,BENDE,IGBERE 'A',01-04-04-009,AMANKALU-AMANKALU PRIM.SCH III,78,461,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,60,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/820/820-1677640353.pdf,5.7061399,7.6680562
ABIA,BENDE,IGBERE 'A',01-04-04-010,AMANKALU-OKPOSI PRIM.SCH,56,360,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,44,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/821/821-1677605547.pdf,5.7084629,7.6608583
ABIA,BENDE,IGBERE 'A',01-04-04-011,UMUISI- UMUISI VILLAGE SQ. I,39,197,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,7,30,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/822/822-1677641818.pdf,5.7052498,7.6546188
ABIA,BENDE,IGBERE 'A',01-04-04-012,UMUISI- UMUISI VILLAGE HALL  I I,37,295,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,27,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/823/823-1677643523.pdf,5.7024818,7.6587179
ABIA,BENDE,IGBERE 'A',01-04-04-013,ELUOKWE- UMUISI HALL,27,301,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,25,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17564/pu/824/824-1677644562.pdf,5.7024818,7.6587179
ABIA,BENDE,IGBERE 'B',01-04-05-001,OKPOSI-EZIAMA HALL,155,595,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,33,98,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17565/pu/825/825-1677493418.pdf,5.7230539,7.6413331
ABIA,BENDE,IGBERE 'B',01-04-05-003,AGBO IGBERE-AGBO IGBERE VILLAGE HALL,84,306,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,16,49,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/05/pu/003/003-1677373953.pdf,5.6996928,7.6705733
ABIA,BENDE,IGBERE 'B',01-04-05-008,AMATO-AMATO COMM. SCH,155,694,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,9,42,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17565/pu/832/832-1677502739.pdf,5.6849483,7.649275
ABIA,BENDE,IGBERE 'B',01-04-05-009,AMATO-AMOJI HALL,85,360,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,54,12,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3106/ward/17565/pu/833/833-1677503209.pdf,5.6849483,7.649275
